#NearbyGene,NearbyGeneSymbol,P-value - mRNAs,Fold change - mRNAs
NM_031086,Pros1,4.14e-06,2.764523
ENSRNOT00000059532,RGD1560034,0.004652289,2.4947527000000003
NM_017159,Hal,1.39e-06,4.4025593
NM_001128494,Lyc2,8.34e-06,4.1730147
NM_012771,Lyz2,1.22e-05,6.1385053
NM_001007752,Mns1,1.01e-05,2.1764935000000003
NM_001191080,Golga4,4.06e-06,2.0036723000000003
NM_001106886,RGD1565959,0.000629068,4.3631697
NM_001108788,Foxp4,4.07e-05,3.3573263999999994
ENSRNOT00000017592,LOC100361830,0.000531143,2.5021606
NM_001287025,Gsta3,0.000101601,4.4303102999999995
NM_001122658,Fam178b,0.0077104669999999995,2.1684977
NM_053586,Cox5b,1.19e-06,2.2627701
NM_001195482,LOC690871,2.47e-06,2.6985006
NM_001012145,Hgd,2.23e-06,3.6969513999999997
NM_053348,Fetub,6.34e-08,2.9993507
NM_133428,Hrg,7e-12,46.024908200000006
ENSRNOT00000072303,RGD1559588,1.3800000000000002e-05,2.5268379000000003
ENSRNOT00000073627,AABR06070872.1,1.6899999999999997e-05,3.0570467999999997
ENSRNOT00000064718,AABR06070882.1,1.9399999999999997e-05,2.9533525000000003
ENSRNOT00000065873,LOC685181,4.84e-05,2.2138506000000002
ENSRNOT00000073947,AABR06070882.1,2.02e-05,5.7572067
ENSRNOT00000074034,AABR06070908.1,8.170000000000001e-05,2.5607959
NM_001013984,Npl,1.87e-05,5.4181457
NM_001106024,Pde6b,4.13e-09,31.836707099999998
NM_080481,Atp5i,3.41e-07,2.280318
ENSRNOT00000070876,LOC100911107,4.9e-09,22.6874947
NM_001004214,Nqo2,1.28e-05,2.7539742
NM_001014011,Gramd3,3.6700000000000004e-05,2.1449125
NM_001008833,RT1-CE10,0.018466844,2.2703987
NM_001009651,Clic2,0.000312262,2.1849611
ENSRNOT00000000331,Cep57l1,4.4200000000000004e-05,2.123118
NM_001106396,Sesn1,8.62e-06,3.4990435
ENSRNOT00000073529,Tceal5,2.86e-06,5.5012253
NM_001077435,Bex2,1.15e-10,12.179753199999999
NM_053401,Bex3,6.08e-06,2.8779942000000003
NM_001037581,Rhox10,0.000368167,4.3359496
NM_001079896,LOC367975,3.63e-06,6.9675629
ENSRNOT00000065935,AABR06109214.1,3.6e-08,4.1643889
NM_012583,Hprt1,2.5899999999999997e-08,4.214866099999999
ENSRNOT00000011090,AABR06056415.1,6.92e-06,2.6236822
NM_001142915,Plod2,7.590000000000001e-07,15.127271599999998
ENSRNOT00000043346,Zbtb47,1.64e-06,3.4811956
NM_012829,Cck,1.13e-07,47.4000081
ENSRNOT00000035033,LOC685888,5.56e-05,2.5613305
NM_001134597,Fam135a,1.65e-06,2.2249213
NM_031579,Ptp4a1,1.35e-06,4.0375631
NM_001108210,Hs6st1,0.000233422,2.6947077
ENSRNOT00000059806,Fer1l5,0.0029626709999999996,2.4621752
NM_001012225,Mgat4a,0.009077751,2.9054523999999997
NM_001195488,Coa5,2.59e-07,2.3635469
ENSRNOT00000046557,Creg2,0.000324466,4.45405
ENSRNOT00000047654,Rfx8,4.25e-06,24.6618079
NM_001192002,Mreg,5.52e-06,4.3845428
ENSRNOT00000038922,AABR06069243.1,0.000204429,2.0676087
ENSRNOT00000072533,LOC690700,3.74e-05,2.8586062
ENSRNOT00000061476,AABR06058610.1,0.000120913,2.8977555
ENSRNOT00000071620,LOC100912852,2.62e-05,2.9403889
ENSRNOT00000074599,AABR06058583.1,7.979999999999999e-05,3.3914553999999995
ENSRNOT00000064718,AABR06070882.1,1.9399999999999997e-05,2.9533525000000003
ENSRNOT00000065873,LOC685181,4.84e-05,2.2138506000000002
ENSRNOT00000073947,AABR06070882.1,2.02e-05,5.7572067
ENSRNOT00000074034,AABR06070908.1,8.170000000000001e-05,2.5607959
ENSRNOT00000072303,RGD1559588,1.3800000000000002e-05,2.5268379000000003
ENSRNOT00000073627,AABR06070872.1,1.6899999999999997e-05,3.0570467999999997
NM_001107080,Dgcr6,3.07e-06,2.7425266
NM_001135778,Prodh,3.5600000000000005e-05,2.5648772
ENSRNOT00000061769,AABR06096677.1,0.0014035060000000001,2.5924874
ENSRNOT00000044037,AABR06096724.1,0.015953127,3.9510057
ENSRNOT00000046676,AABR06096743.1,0.019520536,3.8892309000000003
NM_001190380,Ces2j,0.003519235,4.7983405
NM_001106930,Efcab1,9.520000000000001e-05,3.8384384
NM_134411,Rab3il1,9.050000000000001e-08,4.1589298999999995
NM_173137,Fads3,0.00040029,2.2458784
NM_001106335,Incenp,1.77e-08,4.4170403
NM_012706,Grpr,6.840000000000001e-05,5.7026398
NM_001108255,RGD1565844,0.006152111,2.0823886000000003
NM_001192005,Cd209e,1.29e-05,2.3418625
ENSRNOT00000075527,Tgfbr3l,3.66e-06,3.3269927000000004
NM_001025425,Map2k7,0.000446685,4.8146352
NM_001038615,Fndc1,2.04e-06,5.4174668
ENSRNOT00000025554,Rsph3,3.9e-09,6.1759508
NM_001309449,Tagap,1.4000000000000001e-05,3.7037752
ENSRNOT00000001203,Wdr95,0.031311805,2.7438868999999997
NM_001107464,Dact2,1.3699999999999998e-05,4.0453665
NM_001111321,Vom2r80,4.31e-06,2.5550870999999997
NM_001168642,Zfp40,4.08e-08,9.816897
ENSRNOT00000071316,LOC102553890,5.38e-07,3.3429966
NM_001024232,Cyp3a62,0.00044492,2.0009428
NM_001004101,Klk4,0.001786735,56.7509485
NM_053698,Cited2,2.98e-06,3.3310202000000007
NM_001106291,Nlrp10,3.04e-05,6.5515284000000005
NM_001115045,Ric3,2.5299999999999998e-08,2.2410303
NM_013077,Tub,1.13e-05,2.1749041
NM_139112,Lmo1,3.96e-06,3.9026608
NM_001048180,Sh2b1,0.00048757300000000004,2.0634977
NM_001048180,Sh2b1,0.00048757300000000004,2.0634977
ENSRNOT00000073836,AABR06009118.1,4.02e-05,2.2283027
ENSRNOT00000073836,AABR06009118.1,4.02e-05,2.2283027
NM_001190162,Igf2,0.000601459,2.8817285
NM_001190163,Igf2,0.009615818,2.5093967
NM_019130,Ins2,0.000323938,2.3802557999999996
NM_012740,Th,5.78e-06,5.1555373
NM_031503,Ascl2,2.45e-05,2.9513483
NM_001191897,Ms4a15,2.85e-09,4.5147525
NM_181082,Ms4a14,4e-05,3.2156511
ENSRNOT00000074966,LOC100911403,0.000630294,2.2127407000000003
NM_057211,Klf9,8.48e-06,2.7141273
NM_001014166,Il33,1.63e-05,5.8200254000000005
NM_001014167,Rnls,3.04e-06,2.144892
NM_001107593,Cnnm1,2.0600000000000002e-07,3.3764832
NM_001135762,Hpse2,0.0033014629999999997,2.5564592999999998
ENSRNOT00000044195,LOC100911951,5.0700000000000004e-08,7.327022400000001
NM_030850,Bhmt,2.82e-06,2.525821
NM_001134413,Gltp,1.21e-09,2.5276080000000003
NM_001009682,Oasl2,2.27e-06,2.4391488999999997
ENSRNOT00000060511,AABR06013141.2,0.01829151,2.3820242
ENSRNOT00000060511,AABR06013141.2,0.01829151,2.3820242
NM_001289942,Slc1a3,7.140000000000001e-05,2.8321544999999997
NM_001289943,Slc1a3,2.02e-06,2.1160157
NM_019225,Slc1a3,1.58e-05,4.0492345
NM_001134436,C1qtnf3,1.19e-06,25.2679872
NM_012816,Amacr,1.32e-06,5.9355837
NM_001011947,Rai14,2.26e-06,2.7767598999999996
NM_001012181,Elf2,2.62e-06,3.4386117999999994
NM_001109556,Mgarp,8.58e-06,7.079766499999999
NM_001100700,Sfrp2,1.05e-07,8.6191554
ENSRNOT00000044499,AABR06018641.1,2.33e-07,3.1593562000000004
ENSRNOT00000076609,Fbxw7,0.00021206599999999999,2.1280202
NM_001134592,Fam160a1,0.00029614400000000003,2.7437110000000002
ENSRNOT00000044499,AABR06018641.1,2.33e-07,3.1593562000000004
ENSRNOT00000076609,Fbxw7,0.00021206599999999999,2.1280202
NM_001134592,Fam160a1,0.00029614400000000003,2.7437110000000002
NM_001106452,Man1a2,4.48e-06,3.416117
NM_001024244,Vtcn1,6.38e-09,8.7029046
NM_012970,Kcna2,9.53e-05,2.1790319
NM_019270,Kcna3,2.52e-08,12.1012824
ENSRNOT00000025222,Csf1,2.22e-05,3.2444667000000003
NM_053725,Itga6,1.7899999999999997e-07,5.0489238
ENSRNOT00000031418,AABR06024097.1,1.48e-06,2.908445
ENSRNOT00000031418,AABR06024097.1,1.48e-06,2.908445
ENSRNOT00000031418,AABR06024097.1,1.48e-06,2.908445
ENSRNOT00000002063,AABR06024480.1,8.26e-06,3.1017240000000004
NM_017269,Ptprj,2.12e-05,2.5905387
ENSRNOT00000067067,Agbl2,1.4000000000000001e-05,2.0675088
NM_001080150,Prr5l,4.55e-07,2.7211288
NM_001107754,Traf6,2.25e-06,7.0242527
NM_053468,Rag1,0.013061069,3.8145095999999996
NM_001013160,Trim69,0.00081709,2.3495662999999998
NM_017052,Sord,1.08e-07,8.922241099999999
NM_024141,Duox2,1.13e-05,2.9340275
NM_031148,Slc20a1,0.00041999699999999997,2.199068
ENSRNOT00000073088,Erv3,0.010688478999999999,7.449832000000001
NM_012631,Prnp,8.81e-08,2.629276
NM_024483,Adra1d,1.15e-09,6.103516099999999
ENSRNOT00000075266,AABR06026322.1,3.6e-06,2.5369961
ENSRNOT00000045312,Macrod2,3.72e-06,7.3987041
NM_012718,Andpro,0.00245614,2.152255
NM_001012206,Phlda3,6.45e-07,2.2810831
NM_001107942,Lad1,0.000194743,2.2270076000000003
NM_012676,Tnnt2,7.97e-05,2.1416402000000003
NM_017148,Csrp1,3.11e-06,4.0027902
NM_017184,Tnni1,2.77e-08,198.77672090000002
ENSRNOT00000011801,LOC685707,6.68e-05,2.7820704
ENSRNOT00000067720,LOC685727,1.1400000000000001e-05,2.3705043
NM_001012206,Phlda3,6.45e-07,2.2810831
NM_001107942,Lad1,0.000194743,2.2270076000000003
NM_012676,Tnnt2,7.97e-05,2.1416402000000003
NM_017184,Tnni1,2.77e-08,198.77672090000002
ENSRNOT00000011801,LOC685707,6.68e-05,2.7820704
ENSRNOT00000067720,LOC685727,1.1400000000000001e-05,2.3705043
NM_017148,Csrp1,3.11e-06,4.0027902
ENSRNOT00000042328,AABR06026949.1,0.001108058,2.1945555
ENSRNOT00000042328,AABR06026949.1,0.001108058,2.1945555
ENSRNOT00000042328,AABR06026949.1,0.001108058,2.1945555
NM_001105992,Xpr1,4.8e-08,2.6658367000000003
ENSRNOT00000066122,Ncoa3,1.29e-06,5.2322866999999995
NM_001034927,Sulf2,0.000115916,2.0746288
ENSRNOT00000035463,Fam65c,9.43e-06,5.6952111
NM_012637,Ptpn1,5.22e-06,2.2900975
NM_024125,Cebpb,1.4099999999999999e-05,2.2325371
NM_001107807,Pmepa1,7.43e-07,5.7915375
NM_133564,Zbp1,0.000520582,4.1091381
NM_001107807,Pmepa1,7.43e-07,5.7915375
NM_133564,Zbp1,0.000520582,4.1091381
NM_001191609,Lama5,0.000165258,2.4412274
NM_133608,Slco4a1,2.37e-05,6.357096599999999
ENSRNOT00000071460,AABR06028471.1,0.002057264,2.6819632
NM_001109246,Exoc6b,6.63e-08,2.3416363
ENSRNOT00000034574,AABR06035438.1,1.3400000000000001e-08,12.5316165
NM_001108655,Plekhf2,1.7e-07,2.827271
NM_181084,Tp53inp1,1.5199999999999998e-07,3.782687
NM_001108661,Ccl19,4.33e-10,9.0312181
NM_001173981,Arid3c,0.00021450900000000002,2.1899752
ENSRNOT00000066977,LOC100912292,1.79e-06,2.4732933999999998
NM_001024342,Dnai1,3.03e-06,4.614954
NM_001282336,Enho,2.53e-07,14.0421632
NM_001012101,Coro2a,4.78e-09,8.2584693
NM_001025652,Trmo,3.87e-05,2.282163
NM_138909,Foxe1,0.000124843,2.3803123999999998
NM_031795,Ugcg,6.2e-07,3.3646949
NM_001115031,Cer1,6.990000000000001e-07,10.3354685
NM_001191757,Frem1,6.36e-07,13.552856
NM_172042,Kcnk2,4.4e-05,2.9146158
NM_001109083,Nsl1,0.013449863000000001,2.0355438
NM_012912,Atf3,6.78e-08,7.0328026
NM_023991,Prkaa2,1.9699999999999998e-05,3.1434356
NM_001191761,Dmrtb1,7.46e-08,5.914518599999999
NM_001105988,Plxna2,3.929999999999999e-05,2.0441192
NM_001107202,Cd34,2.73e-06,2.9257524
ENSRNOT00000045196,RGD1560716,9.38e-08,2.5268955
NM_057114,Prdx1,6.230000000000001e-08,3.0427247000000004
NM_001106024,Pde6b,4.13e-09,31.836707099999998
NM_080481,Atp5i,3.41e-07,2.280318
NM_001106024,Pde6b,4.13e-09,31.836707099999998
NM_080481,Atp5i,3.41e-07,2.280318
NM_001108978,Pik3cd,4.879999999999999e-07,4.6559572
NM_001127574,Slc25a33,5.17e-08,4.640982
NM_001134841,Car6,0.002640155,30.7744123
NM_012554,Eno1,6.9e-06,4.0352229
NM_001106698,H6pd,3.37e-05,3.022784
NM_001107994,Spsb1,1.28e-05,2.4523546
NM_001108007,Pkdcc,4.2e-05,2.0779685000000003
NM_001108007,Pkdcc,4.2e-05,2.0779685000000003
NM_001100564,Lin54,6.51e-05,2.9631857000000004
NM_033021,Sec31a,3.98e-06,2.6322447999999996
ENSRNOT00000050485,LOC100365136,0.000188459,3.0527796
ENSRNOT00000075578,LOC100365136,0.000321861,2.607801
NM_013026,Sdc1,2.6700000000000002e-05,2.4148355
NM_001108015,Trib2,1.04e-05,2.8013394
NM_013093,Nkx2-1,0.004941636,2.1850543
NM_001106755,Clmn,4.62e-06,2.9515569999999998
NM_053744,Dlk1,4.98e-05,2.1625055
NM_053744,Dlk1,4.98e-05,2.1625055
NM_053744,Dlk1,4.98e-05,2.1625055
NM_001047894,LOC317456,0.000136072,2.5651607000000003
NM_001109376,Lpgat1,5.6200000000000004e-05,2.2399563
NM_017109,Syn3,0.005565296999999999,3.6056181000000005
NM_017109,Syn3,0.005565296999999999,3.6056181000000005
NM_001024255,Txk,9.54e-05,2.791089
NM_053432,Tec,3.570000000000001e-05,3.0052732000000004
NM_001008555,Slc10a4,0.000318256,3.0763298999999997
NM_181385,Zar1,5.93e-06,3.8167967000000003
ENSRNOT00000005537,Fam19a2,3.81e-06,3.0251066000000004
NM_001130543,Rrm2b,1.26e-06,2.8830013
NM_017136,Sqle,6.86e-06,2.0038896
ENSRNOT00000041750,LOC686765,8.65e-06,2.5530467
NM_021588,Mb,0.041740067,5.5417013
NM_001173370,Tmem184b,7.66e-06,3.1280158
NM_001271220,Baiap2l2,0.00979041,2.2859800999999997
NM_019173,Galr3,7.28e-06,4.117081
NM_019193,Sox10,9.39e-06,4.8699335
ENSRNOT00000071298,Ankrd33,9.709999999999999e-07,2.8264861
NM_001308636,Hoxc10,1.7000000000000001e-09,29.005334700000002
NM_001079943,Zfp426,5.28e-06,2.1711631000000002
NM_001015017,Olfm2,0.000267074,5.3862209000000005
NM_001168593,Rdh8,9.6e-06,3.1145111
NM_001012201,Cadm1,2.8300000000000002e-08,14.7451031
NM_001103354,LOC100125362,1.03e-10,179.1935129
NM_001191109,Nrg4,3.44e-06,4.0487782
NM_001007752,Mns1,1.01e-05,2.1764935000000003
ENSRNOT00000031690,Nbeal2,3.14e-05,2.4477104
ENSRNOT00000056130,Nbeal2,2.44e-05,2.6074393
NM_020073,Pth1r,0.000768943,2.1266613
ENSRNOT00000043269,AABR06058265.1,2.26e-05,3.7418523
NM_001110333,Vegfa,9.91e-06,3.1351289
NM_001110334,Vegfa,4.73e-06,2.3463933
NM_001110335,Vegfa,3.46e-06,3.6933138999999997
NM_001287107,Vegfa,9.25e-08,3.6667974
NM_001287111,Vegfa,5.89e-08,10.654120800000001
NM_001287113,Vegfa,1.4e-08,6.111136
NM_001287114,Vegfa,4.3e-08,6.0229743
ENSRNOT00000016538,Dst,8.939999999999999e-08,5.8410964000000005
ENSRNOT00000017235,Dst,7.34e-10,4.1554997
ENSRNOT00000046621,Dst,2.8800000000000004e-09,4.8548217000000005
NM_022230,Stc2,4.5399999999999996e-07,26.6455868
NM_053769,Dusp1,1.6399999999999999e-07,4.8465607
ENSRNOT00000005688,LOC100910210,3.44e-08,37.237272499999996
NM_001017473,Rmnd5b,1.09e-06,2.4059649
ENSRNOT00000041253,LOC303140,1.4000000000000001e-05,3.7795623999999997
NM_019269,Slc22a5,4.21e-06,2.6332287
NM_022270,Slc22a4,6.47e-06,12.5655176
ENSRNOT00000041253,LOC303140,1.4000000000000001e-05,3.7795623999999997
NM_019269,Slc22a5,4.21e-06,2.6332287
NM_022270,Slc22a4,6.47e-06,12.5655176
NM_001305126,Tmem220,0.003855553,2.3649167
NM_001135158,Myh1,0.037248045,5.3181152
ENSRNOT00000073793,LOC100909665,0.003065912,3.6292484
NM_031088,Ptger2,2.15e-09,4.402939
ENSRNOT00000073793,LOC100909665,0.003065912,3.6292484
NM_031088,Ptger2,2.15e-09,4.402939
NM_001107259,Peli2,5.0700000000000004e-08,4.474682700000001
NM_001100648,Foxn1,4.65e-10,53.29745500000001
NM_031746,Slc13a2,2.1e-05,2.1139883999999998
NM_001004068,Rffl,6.0299999999999995e-05,2.2170697999999995
NM_001107052,Arl4d,4.4900000000000005e-08,3.1792375
NM_001108299,Etv4,0.000237813,2.6623484
ENSRNOT00000074987,AABR06065634.1,7.36e-06,3.254679
NM_021594,Slc9a3r1,5.28e-07,5.971467400000001
NM_024153,Fdxr,1.06e-08,6.7869482
NM_001007675,C1qtnf1,1.13e-05,9.2022821
NM_001134498,Rbfox3,0.00023098099999999998,5.4651228
ENSRNOT00000004320,Lgals3bp,1.4999999999999999e-05,2.8156314
NM_133321,Kcnj15,6.6e-05,2.5659838
NM_023953,Cd200r1,0.001873793,2.0343053
ENSRNOT00000002790,Boc,8.56e-06,2.7572379000000002
ENSRNOT00000059680,Cfap44,2.41e-07,3.591299
ENSRNOT00000048283,LOC100911928,3.41e-08,2.8971155
NM_198726,Kpna1,8.690000000000001e-05,2.0051294
NM_001106930,Efcab1,9.520000000000001e-05,3.8384384
ENSRNOT00000036744,Micall2,0.00060894,2.305879
NM_001008363,Zfand2a,6.77e-07,2.2742107000000003
NM_001047923,LOC498152,1.15e-05,3.7809095
ENSRNOT00000068118,LOC681182,5.39e-05,2.6800143
ENSRNOT00000075207,LOC681182,0.000136058,2.0111723
ENSRNOT00000072303,RGD1559588,1.3800000000000002e-05,2.5268379000000003
ENSRNOT00000073627,AABR06070872.1,1.6899999999999997e-05,3.0570467999999997
ENSRNOT00000068118,LOC681182,5.39e-05,2.6800143
ENSRNOT00000075207,LOC681182,0.000136058,2.0111723
ENSRNOT00000072303,RGD1559588,1.3800000000000002e-05,2.5268379000000003
ENSRNOT00000073627,AABR06070872.1,1.6899999999999997e-05,3.0570467999999997
NM_001001504,Gtf2ird1,4.91e-08,2.0128671000000002
NM_021997,Clip2,4.43e-07,3.841452
NM_001107194,Pogk,6.25e-05,2.0142933999999997
ENSRNOT00000031367,Ildr2,6.0299999999999995e-05,3.3453328
ENSRNOT00000064168,Ildr2,0.002149875,2.1915641
ENSRNOT00000072244,Ildr2,7.05e-07,4.1739502
ENSRNOT00000073696,Ildr2,0.000474497,2.6195651
ENSRNOT00000074954,Ildr2,0.000521506,2.5624326
NM_001105983,Disp1,0.00019649900000000002,2.0061374
NM_001106024,Pde6b,4.13e-09,31.836707099999998
NM_080481,Atp5i,3.41e-07,2.280318
NM_001106024,Pde6b,4.13e-09,31.836707099999998
NM_080481,Atp5i,3.41e-07,2.280318
ENSRNOT00000011926,Dach1,5.06e-06,4.1877778
NM_001014139,Slain1,7.87e-07,4.1844015
ENSRNOT00000065380,AABR06085511.1,0.00067853,2.834235
ENSRNOT00000015907,Ankrd36,2.68e-05,3.9067456
NM_001004210,Xbp1,1.12e-07,7.3691075
NM_001271731,Xbp1,0.000264319,2.2169423
ENSRNOT00000046644,AABR06081845.1,0.018294085,2.8903667
ENSRNOT00000074478,LOC102546376,0.048858267999999996,2.1991528
ENSRNOT00000040447,AABR06081858.2,0.009919237,3.3395151
ENSRNOT00000061522,LOC681198,0.008897009,3.1368741
NM_001009969,Spetex-2H,0.000281937,2.9052792999999997
NM_001009971,Spetex-2G,0.000209909,2.5228477000000002
ENSRNOT00000046644,AABR06081845.1,0.018294085,2.8903667
ENSRNOT00000040447,AABR06081858.2,0.009919237,3.3395151
ENSRNOT00000061522,LOC681198,0.008897009,3.1368741
NM_001009971,Spetex-2G,0.000209909,2.5228477000000002
ENSRNOT00000071671,AABR06082895.1,4.66e-06,3.838542
ENSRNOT00000075211,AABR06082888.1,6.99e-05,3.0140618
ENSRNOT00000071061,AABR06082912.2,5.94e-08,9.196829300000001
ENSRNOT00000065380,AABR06085511.1,0.00067853,2.834235
ENSRNOT00000043153,LOC316935,7.42e-05,2.5266965
ENSRNOT00000049147,LOC685563,0.000301919,2.6439918
ENSRNOT00000034448,Fam149a,3.6700000000000004e-07,2.8006012000000005
NM_001135600,Cyp4v3,8.53e-05,2.5066466
NM_012558,Fbp1,0.00032916900000000003,2.1712971000000003
NM_053716,Fbp2,0.000138247,2.8806112999999995
NM_001170429,Nxnl2,1.36e-07,8.2211901
NM_001014008,Aspn,0.00010007700000000001,2.840494
NM_175582,Id4,2.09e-08,12.6724485
ENSRNOT00000040707,Mak,3.43e-05,4.0883529
NM_001107345,Tfap2a,1.24e-05,2.1022992
NM_001008891,Ssr1,0.00011661600000000001,2.1530506000000003
ENSRNOT00000018649,Dsp,3.26e-06,5.1501919
NM_001025719,Pxdc1,3.82e-07,3.252797
NM_001109900,Akr1cl,0.00939197,3.2596969
ENSRNOT00000031504,Calml5,1.6999999999999998e-12,4.1662539
NM_001012054,Calml3,6.62e-08,19.7740462
ENSRNOT00000000158,LOC102554591,2.04e-09,7.542172
ENSRNOT00000075983,LOC102554591,5.16e-07,2.4009157
NM_031693,Syt4,0.000305958,2.5409681
NM_001107387,Tnfaip8,1.15e-06,2.0675428
ENSRNOT00000031812,Dmxl1,2.59e-06,3.5994377999999996
NM_001134696,Ctxn3,0.000198453,2.848768
NM_001012741,Lipg,1.24e-06,4.8620019
NM_017327,Gnao1,9.29e-07,3.5465412000000005
NM_001108439,Large,7.35e-07,2.0195008999999997
ENSRNOT00000014360,Helt,1.48e-07,34.0116955
NM_017168,Plcg2,0.00026311,2.8698444
NM_001008833,RT1-CE10,0.018466844,2.2703987
NM_001009651,Clic2,0.000312262,2.1849611
NM_001135667,Wdr4,0.00018454599999999998,2.3520372000000003
NM_138543,Pde9a,0.000369366,2.6435362000000002
ENSRNOT00000032159,Ccdc6,1.1e-07,14.866583199999999
ENSRNOT00000074657,Slc16a9,2.71e-06,2.9935857000000006
NM_001304741,Mrln,1.91e-05,4.051548
NM_012558,Fbp1,0.00032916900000000003,2.1712971000000003
NM_053716,Fbp2,0.000138247,2.8806112999999995
ENSRNOT00000065935,AABR06109214.1,3.6e-08,4.1643889
NM_012583,Hprt1,2.5899999999999997e-08,4.214866099999999
NM_012546,Drd1,3.92e-06,10.4021002
NM_175582,Id4,2.09e-08,12.6724485
ENSRNOT00000071688,Hist1h2bcl1,1.51e-05,2.0532325
ENSRNOT00000075811,LOC100910200,8.84e-06,2.0579099
NM_001108414,Hist1h2bd,1.54e-06,2.1167296
NM_001109417,Hist1h1b,0.000573171,3.3079245000000004
NM_001271221,Hist1h4m,2.37e-05,2.1056983
NM_001109400,Hist1h2bk,7.62e-06,2.1857461
NM_022686,Hist1h4b,4.8e-06,2.9174762999999997
NM_013155,Vldlr,2.7000000000000002e-05,2.1744676
NM_001107622,Rhobtb1,2.45e-06,2.6318926
NM_001105805,Txndc17,6.18e-05,2.1170229
ENSRNOT00000035765,Otol1,6.330000000000001e-05,2.4077331
NM_001271299,Sptssb,7.77e-09,22.120134
NM_001271301,Sptssb,3.17e-08,38.1340253
ENSRNOT00000076609,Fbxw7,0.00021206599999999999,2.1280202
NM_001100527,Frzb,0.00018566400000000002,3.4545271
NM_017052,Sord,1.08e-07,8.922241099999999
NM_024141,Duox2,1.13e-05,2.9340275
NM_001195482,LOC690871,2.47e-06,2.6985006
ENSRNOT00000071432,Tspan10,3.2600000000000003e-07,2.6717767000000006
NM_012941,Cyp51,2e-05,2.5093035
ENSRNOT00000067874,AABR06030862.1,4.4100000000000003e-10,65.98717909999999
ENSRNOT00000051022,Fgd5,0.00063811,2.5747354
NM_001271376,Cpamd8,0.00078559,2.6596499
NM_001106660,Atp6v1g1,4.69e-06,2.0771653999999997
ENSRNOT00000041811,AABR06037549.1,0.000155826,2.1890207000000004
NM_001107907,Fam46b,3.36e-07,134.1336779
ENSRNOT00000043959,Sfn,5.28e-07,5.6457426
ENSRNOT00000074283,Arhgef10l,6.77e-07,2.25517
ENSRNOT00000074378,Arhgef10l,0.00016765400000000002,2.2063419
ENSRNOT00000075382,Arhgef10l,6.75e-07,4.3682831
NM_133310,Icmt,6.7e-06,2.7919650000000003
ENSRNOT00000046552,Rnf207,0.000881693,2.0362042000000002
NM_001108007,Pkdcc,4.2e-05,2.0779685000000003
NM_001100671,Atl2,5.43e-06,2.8628151
NM_019342,Rgs6,0.020457301,3.166959
NM_001191818,Dpf3,1.04e-08,8.893324
NM_053744,Dlk1,4.98e-05,2.1625055
ENSRNOT00000034088,LOC100362798,0.001461326,2.0008133999999997
NM_001164303,Plec,7.45e-05,2.083302
NM_001130565,Fam83h,5.379999999999999e-05,2.0824543999999996
NM_173331,Mapk15,8.51e-07,2.0519083
NM_001008384,Rac2,0.00035429699999999995,2.8302681
NM_001130577,Cyth4,0.000909292,3.807663
NM_001044289,Tex33,2.54e-05,2.6260526
